Gender,Height,Weight,Bust/Chest,Cup Size,Waist,Hips,Body Shape Index
Female,"4'8""",43,36,A,26,30,0
Female,"6'8""",62,43,A,35,46,0
Female,"5'1""",68,45,,25,44,2
Female,"5'8""",60,47,C,29,44,3
Male,"6'3""",69,45,,29,47,1
Male,"4'0""",59,45,B,30,35,0
Female,"4'8""",55,31,A,29,31,1
Female,"6'7""",106,39,B,33,34,2
Female,"4'4""",88,36,,34,48,1
Male,"4'2""",97,44,,26,36,0
Female,"6'6""",83,38,B,32,38,0
Male,"4'5""",64,36,C,30,31,2
Female,"5'1""",62,45,F,26,36,2
Female,"4'1""",98,32,,30,43,4
Male,"5'0""",40,46,,33,44,2
Male,"5'9""",54,37,,36,41,3
Female,"4'9""",91,31,,35,49,3
Female,"6'11""",97,49,,20,33,0
Female,"5'7""",80,32,A,28,42,2
Male,"6'6""",83,37,B,28,38,3
Male,"6'2""",43,31,E,29,41,3
Male,"5'1""",116,48,,38,39,4
Male,"6'9""",107,46,E,34,38,2
Male,"6'6""",46,34,,35,36,4
Male,"4'7""",85,49,,30,41,1
Female,"6'3""",48,46,B,36,45,4
Female,"5'4""",72,39,C,38,44,1
Male,"5'0""",72,38,,32,36,1
Female,"6'0""",43,35,,25,37,2
Female,"4'9""",104,40,A,34,36,1
Male,"4'6""",73,31,,35,40,1
Female,"6'3""",118,41,,23,33,4
Male,"6'11""",103,41,,27,47,2
Male,"5'11""",64,45,D,26,48,2
Female,"6'7""",94,41,,36,36,1
Male,"4'7""",48,47,,35,42,4
Male,"6'10""",56,42,,21,38,4
Male,"5'9""",60,44,,36,47,4
Male,"4'10""",99,45,,23,36,4
Male,"4'3""",52,33,,33,49,0
Male,"4'0""",42,41,,27,45,1
Male,"6'11""",107,46,F,24,34,1
Male,"5'4""",43,30,C,24,36,1
Female,"5'1""",46,47,B,24,35,2
Female,"6'5""",65,45,,24,31,2
Female,"6'0""",114,30,A,22,36,4
Male,"5'7""",63,39,C,25,38,2
Male,"4'11""",49,48,,20,42,3
Female,"6'9""",52,45,C,27,46,1
Female,"5'3""",83,43,,32,46,1
Female,"6'6""",78,31,,39,44,0
Male,"5'8""",58,35,,25,47,0
Female,"5'9""",90,34,C,37,44,3
Female,"4'6""",58,41,,37,40,0
Male,"5'4""",115,33,A,35,41,4
Female,"6'2""",91,33,,27,46,4
Male,"5'10""",86,34,,36,41,1
Male,"6'4""",69,36,C,27,36,4
Male,"4'7""",85,35,,34,36,0
Female,"6'8""",115,42,C,29,39,3
Female,"6'9""",60,33,,20,45,4
Male,"4'11""",114,42,,28,40,1
Female,"6'7""",87,33,,36,45,1
Female,"5'7""",101,39,,39,31,0
Female,"6'9""",97,49,,20,31,4
Female,"5'0""",57,30,,28,47,0
Male,"5'0""",98,37,,33,34,1
Female,"4'1""",87,36,,24,43,3
Male,"6'1""",102,34,B,25,37,4
Male,"6'1""",51,32,B,24,35,3
Female,"5'7""",73,44,B,23,38,4
Male,"5'6""",100,46,,35,35,1
Female,"6'5""",92,42,D,35,46,4
Female,"5'10""",64,44,C,29,37,1
Male,"4'8""",101,48,,33,32,2
Male,"6'6""",43,49,D,32,41,1
Male,"4'9""",52,43,,23,42,1
Male,"6'2""",81,42,B,33,47,4
Female,"4'4""",88,41,E,28,40,3
Female,"6'3""",117,38,D,22,31,1
Female,"5'8""",95,32,B,29,43,4
Male,"6'7""",86,40,A,34,30,1
Male,"5'4""",47,39,,38,44,0
Male,"4'3""",94,30,B,21,47,0
Female,"6'0""",57,46,,21,47,0
Male,"6'4""",74,42,F,28,46,0
Female,"5'1""",71,43,,23,30,3
Male,"6'2""",63,30,B,24,43,1
Female,"6'5""",46,31,B,21,49,0
Female,"4'4""",52,31,A,26,45,4
Male,"5'5""",108,36,D,38,33,0
Male,"5'1""",81,38,B,25,35,2
Female,"4'6""",70,33,,35,45,2
Female,"6'8""",113,31,B,33,49,3
Male,"6'4""",65,48,B,31,35,2
Male,"6'5""",115,34,,25,44,4
Female,"5'11""",71,38,B,32,30,0
Male,"5'7""",91,42,B,34,36,2
Female,"4'10""",59,41,C,33,40,2
Female,"6'2""",79,48,D,27,30,3
Male,"4'10""",98,38,D,39,37,2
Male,"5'2""",116,39,,30,43,0
Male,"5'11""",53,48,D,28,34,1
Male,"5'7""",83,39,,31,42,0
Male,"5'11""",87,41,A,25,44,2
Female,"5'0""",82,43,D,38,38,2
Female,"4'10""",55,37,,22,37,2
Male,"4'3""",74,45,A,20,48,3
Male,"5'8""",92,46,A,34,46,4
Male,"6'2""",73,49,,34,48,0
Female,"6'1""",42,33,E,24,47,2
Male,"4'8""",107,35,D,30,47,1
Male,"4'5""",44,41,,20,33,3
Female,"5'7""",49,47,,29,31,4
Female,"6'10""",91,36,C,39,34,2
Male,"4'1""",68,34,E,30,46,0
Male,"5'0""",70,39,F,26,36,1
Male,"4'6""",105,35,,36,45,3
Female,"6'6""",115,43,,31,30,0
Male,"4'4""",108,35,C,23,41,0
Male,"6'7""",76,43,C,31,48,3
Male,"5'1""",66,41,D,22,38,0
Female,"6'7""",72,41,,37,45,1
Female,"6'9""",107,37,,31,36,1
Male,"6'9""",98,39,,38,44,0
Male,"5'0""",103,45,B,32,41,2
Female,"4'2""",83,49,A,35,33,0
Female,"5'4""",88,37,D,27,35,2
Female,"6'6""",92,38,,25,35,0
Female,"6'3""",113,42,B,29,44,4
Female,"5'6""",88,49,,29,32,1
Female,"5'8""",105,46,A,25,31,0
Female,"6'7""",102,48,,27,34,1
Female,"5'5""",64,46,B,37,37,3
Female,"4'3""",43,36,B,36,48,4
Male,"6'10""",90,30,,29,45,2
Male,"4'8""",50,49,F,21,48,3
Male,"4'3""",56,43,,31,45,4
Female,"6'10""",105,46,C,39,35,3
Male,"6'8""",109,42,C,29,30,1
Female,"6'10""",112,31,F,28,47,4
Female,"4'9""",108,43,,35,37,3
Male,"5'11""",68,30,E,26,34,2
Female,"4'8""",112,34,,28,41,4
Male,"5'3""",111,36,C,25,47,4
Male,"4'7""",59,48,E,29,34,3
Male,"5'10""",66,43,,26,42,0
Female,"4'6""",47,43,B,37,41,2
Male,"5'8""",100,44,B,30,45,2
Female,"6'11""",67,34,,20,43,3
Male,"4'2""",109,34,,38,40,1
Male,"5'6""",42,31,B,24,38,1
Male,"5'9""",108,47,,25,39,0
Female,"4'1""",112,38,,26,45,0
Female,"5'6""",46,39,C,23,48,3
Female,"5'7""",99,47,,35,39,1
Male,"6'4""",43,33,,29,33,2
Male,"5'10""",44,37,C,34,37,1
Female,"6'9""",50,47,,32,40,3
Female,"4'7""",54,49,,27,35,1
Female,"4'8""",103,46,C,32,33,4
Female,"4'10""",52,45,C,26,34,3
Female,"5'5""",46,47,,36,47,4
Female,"6'9""",45,36,A,23,32,3
Male,"6'0""",95,30,,26,36,2
Female,"6'9""",103,30,,35,41,3
Male,"4'8""",89,47,,21,32,3
Male,"6'10""",69,33,,33,46,3
Female,"5'0""",61,49,A,33,32,3
Female,"5'5""",64,49,C,27,40,0
Male,"4'5""",67,33,,25,35,4
Female,"6'5""",78,35,A,26,40,3
Female,"4'10""",106,32,,26,33,3
Male,"5'3""",44,35,,21,46,0
Male,"5'9""",104,42,C,23,30,1
Male,"4'9""",54,36,C,32,41,0
Female,"5'6""",106,33,,29,32,0
Male,"5'9""",79,30,C,28,45,0
Female,"5'0""",108,35,,34,32,3
Male,"5'4""",116,34,B,31,43,0
Male,"4'0""",82,42,C,29,46,0
Male,"4'0""",40,48,,38,48,0
Female,"5'8""",61,33,D,24,36,3
Female,"5'10""",101,35,nan,26,40,2
Male,"4'4""",118,42,,39,45,2
Male,"6'8""",65,34,,30,48,1
Male,"5'8""",57,42,,35,34,3
Female,"4'7""",87,39,,32,30,0
Male,"4'7""",48,32,,23,39,0
Female,"4'11""",40,42,,35,47,0
Male,"4'7""",48,41,D,32,39,2
Male,"5'8""",62,33,,20,30,0
Male,"4'8""",84,39,,23,42,0
Male,"4'9""",41,32,,34,33,2
Male,"5'2""",53,46,C,35,41,0
Male,"4'2""",77,38,,23,45,1
Female,"6'1""",79,30,,36,48,4
Male,"5'8""",102,47,A,30,41,1
Female,"4'11""",55,38,C,24,35,3
Male,"5'3""",114,49,,32,45,1
Male,"4'0""",45,38,E,31,41,1
Female,"4'11""",42,31,B,22,39,2
Male,"5'2""",53,48,,23,34,3
Female,"6'8""",105,45,,29,48,1
Female,"5'3""",114,32,,28,41,4
Male,"4'1""",106,45,B,29,37,1
Female,"4'9""",70,42,,32,33,0
Female,"6'0""",72,32,A,20,36,2
Male,"6'6""",40,39,,31,34,0
Female,"5'7""",83,47,D,30,40,3
Male,"4'5""",54,35,,27,46,3
Male,"5'1""",76,35,B,33,32,2
Male,"4'7""",66,47,,33,31,1
Male,"4'5""",87,35,,39,48,3
Female,"4'8""",66,35,,36,31,4
Male,"4'2""",51,42,A,38,43,2
Male,"6'5""",106,43,E,39,30,0
Female,"5'9""",69,36,,36,45,4
Male,"6'10""",105,42,C,25,44,2
Male,"5'8""",46,44,,33,47,4
Female,"6'2""",73,41,B,37,31,2
Female,"4'4""",71,30,,36,40,0
Female,"5'6""",78,32,B,25,46,1
Female,"6'3""",82,47,B,24,42,2
Female,"6'8""",82,37,B,32,41,3
Female,"6'10""",117,31,B,35,31,0
Female,"5'5""",42,33,C,28,47,0
Male,"6'0""",85,47,,31,39,4
Female,"4'10""",71,42,D,29,41,3
Female,"5'2""",82,44,C,32,46,4
Female,"4'5""",42,31,B,38,43,0
Male,"5'4""",113,39,C,35,48,2
Male,"6'2""",102,31,,36,42,3
Female,"6'4""",79,41,D,35,32,0
Female,"5'0""",57,34,A,33,37,3
Female,"6'3""",106,41,,35,34,2
Male,"4'9""",101,30,,34,41,1
Male,"4'3""",49,31,A,31,30,4
Female,"6'9""",91,45,,24,45,4
Male,"4'9""",112,31,C,30,41,0
Female,"5'6""",85,45,C,24,46,0
Male,"5'7""",94,49,,30,38,2
Male,"4'11""",85,45,B,21,42,0
Female,"6'4""",114,35,,38,33,0
Female,"5'0""",99,42,,36,33,0
Female,"5'4""",65,41,D,38,44,3
Female,"4'8""",66,39,C,31,39,3
Male,"4'10""",77,34,,39,35,1
Male,"4'10""",61,37,E,24,32,3
Male,"5'9""",65,35,,31,44,4
Female,"6'9""",108,34,,35,35,1
Male,"4'8""",74,49,,20,40,0
Female,"4'6""",105,35,,21,31,4
Male,"6'3""",112,46,A,29,31,1
Female,"4'2""",90,35,D,21,30,1
Female,"6'8""",57,46,A,29,40,4
Male,"6'5""",82,34,C,37,34,1
Female,"5'1""",51,46,C,20,35,4
Female,"4'6""",42,46,B,24,32,1
Male,"5'1""",46,42,,31,49,1
Female,"5'10""",45,36,D,36,34,1
Female,"6'0""",84,35,,38,49,4
Female,"5'10""",78,43,,37,38,1
Male,"4'6""",90,45,,32,48,3
Male,"6'11""",48,32,A,22,34,3
Female,"4'10""",62,38,,29,41,3
Male,"6'0""",51,44,C,33,41,3
Female,"6'9""",101,47,,27,45,3
Female,"5'10""",112,39,B,29,36,0
Female,"4'8""",116,39,D,21,43,1
Female,"5'0""",79,32,A,32,38,2
Female,"6'11""",93,30,D,24,44,0
Male,"6'5""",46,32,D,30,40,4
Female,"5'4""",56,34,,20,33,0
Male,"6'3""",89,36,D,29,40,2
Male,"6'3""",63,32,A,32,38,0
Female,"6'9""",41,33,,23,35,1
Female,"6'8""",72,46,C,29,46,3
Male,"4'6""",60,32,A,31,38,1
Male,"5'3""",113,33,D,33,35,0
Male,"6'11""",92,31,D,22,35,2
Female,"4'4""",85,43,C,21,33,4
Male,"6'4""",84,34,,38,49,1
Female,"5'10""",48,31,D,30,40,2
Female,"6'0""",45,44,,26,32,4
Female,"5'7""",90,40,A,37,47,3
Male,"6'4""",74,39,,33,45,1
Female,"5'11""",92,49,,26,45,1
Female,"4'3""",58,30,,26,41,3
Female,"6'4""",108,48,C,28,43,3
Female,"6'0""",64,43,B,31,38,0
Female,"6'9""",50,43,,25,36,4
Male,"6'9""",113,30,F,26,43,2
Female,"6'1""",56,38,E,23,49,3
Female,"4'2""",75,46,,35,49,0
Male,"4'9""",60,43,D,26,39,4
Female,"6'10""",57,42,,27,40,4
Male,"4'2""",99,42,E,27,36,1
Female,"6'4""",57,35,,39,48,0
Male,"6'8""",40,36,B,22,48,0
Male,"4'3""",53,31,E,28,40,1
Female,"4'9""",47,37,,38,35,2
Female,"5'3""",105,35,,32,37,3
Female,"4'1""",90,32,B,26,30,1
Male,"6'0""",118,47,,39,37,3
Male,"5'2""",99,47,,34,34,0
Male,"6'4""",73,35,,38,39,1
Female,"4'6""",75,40,,21,31,2
Male,"4'4""",101,32,,31,33,3
Male,"6'4""",40,45,D,27,31,3
Female,"5'8""",81,34,,27,44,3
Male,"5'2""",40,31,,32,49,0
Male,"5'7""",93,44,,20,39,3
Female,"6'8""",86,45,,29,31,4
Male,"4'6""",78,36,D,28,35,3
Female,"6'0""",69,45,,21,43,0
Female,"4'5""",46,33,A,38,34,1
Female,"6'0""",61,45,B,33,31,3
Female,"5'0""",89,46,,29,43,3
Female,"4'10""",84,31,,29,42,1
Male,"5'11""",113,45,A,27,31,4
Male,"4'5""",111,33,nan,33,38,0
Female,"4'11""",49,36,A,32,32,1
Female,"6'2""",53,47,,25,44,0
Male,"5'6""",85,35,C,32,32,1
Female,"4'0""",114,47,,22,41,2
Female,"4'4""",45,36,D,39,35,4
Female,"5'8""",60,31,B,32,48,2
Male,"5'0""",101,48,,38,46,1
Male,"4'3""",58,38,,35,35,1
Female,"5'7""",101,33,B,23,48,0
Female,"5'8""",92,43,,22,46,1
Male,"6'2""",63,34,,34,45,0
Male,"6'1""",95,36,C,34,37,0
Female,"5'0""",101,37,,37,48,1
Female,"6'6""",73,44,,26,37,0
Male,"4'0""",61,48,A,39,49,4
Male,"5'0""",107,40,D,24,44,2
Male,"4'7""",96,49,,27,37,1
Female,"6'11""",49,33,,29,32,0
Male,"6'7""",105,47,,20,45,0
Female,"6'5""",47,43,B,30,32,0
Male,"4'6""",77,35,B,22,30,0
Male,"5'11""",101,45,,22,37,4
Male,"5'7""",67,47,,34,38,1
Male,"4'6""",49,30,,36,41,1
Female,"4'4""",84,37,C,37,47,4
Female,"4'11""",104,30,B,27,46,4
Male,"4'7""",106,30,,32,37,4
Female,"6'3""",48,48,,29,49,1
Male,"5'4""",44,39,,22,40,3
Male,"4'8""",49,47,,39,36,2
Male,"4'5""",51,41,E,33,43,4
Male,"5'9""",97,46,,32,39,4
Female,"5'0""",60,30,,22,44,1
Male,"6'5""",60,37,E,32,41,1
Male,"5'0""",104,39,,39,49,2
Female,"4'7""",42,39,,28,46,0
Male,"4'6""",108,47,,35,37,1
Male,"6'9""",103,38,,27,43,2
Male,"6'1""",88,31,,31,44,1
Female,"5'3""",111,32,,31,40,1
Male,"5'11""",56,31,B,38,41,1
Female,"4'9""",112,35,,36,49,3
Male,"4'2""",71,41,B,34,45,3
Male,"6'9""",109,48,B,37,49,4
Female,"4'9""",60,44,B,26,47,3
Male,"6'7""",46,48,C,32,39,2
Male,"5'2""",46,41,,38,48,1
Female,"5'0""",66,47,,35,47,3
Female,"5'7""",47,45,,30,30,1
Female,"4'1""",112,31,,24,33,0
Female,"6'4""",67,40,D,21,36,4
Female,"6'8""",118,41,B,20,30,3
Male,"6'5""",105,34,A,35,37,1
Female,"6'0""",110,35,,24,46,0
Male,"4'6""",86,40,B,26,37,4
Male,"5'4""",49,39,,28,34,4
Male,"4'8""",72,33,A,23,30,0
Female,"4'0""",46,38,,38,44,3
Female,"5'2""",42,41,D,39,33,3
Male,"5'3""",53,39,C,34,36,1
Female,"5'8""",83,43,,26,43,2
Female,"5'5""",85,34,B,37,41,1
Female,"4'11""",100,30,B,24,32,1
Female,"4'5""",75,34,,32,49,1
Male,"5'3""",52,45,E,22,47,0
Male,"6'6""",55,34,A,25,37,4
Female,"6'1""",119,34,E,31,31,4
Male,"5'7""",44,47,B,37,35,2
Female,"4'4""",77,35,,37,36,3
Female,"4'8""",89,47,,23,36,1
Male,"4'10""",77,39,E,39,42,0
Male,"4'3""",95,44,,33,30,0
Male,"5'9""",102,40,D,33,37,1
Female,"5'2""",87,48,,20,42,0
Male,"4'6""",98,42,A,30,49,0
Female,"4'6""",116,49,D,28,48,1
Male,"4'11""",83,32,,37,46,2
Male,"6'7""",94,45,C,24,42,0
Female,"4'5""",94,36,A,29,45,4
Female,"5'1""",40,41,A,34,44,4
Female,"6'3""",47,44,C,29,40,4
Female,"5'0""",43,37,,35,41,1
Female,"5'3""",92,46,,23,32,4
Female,"6'11""",97,30,,23,38,3
Female,"4'10""",76,37,,27,43,0
Female,"6'3""",88,43,C,25,36,2
Male,"4'2""",106,39,D,30,40,4
Female,"4'5""",58,48,D,32,39,1
Female,"4'8""",40,37,C,38,32,2
Male,"4'10""",68,48,,30,48,1
Female,"4'11""",72,33,,21,31,2
Male,"4'7""",91,39,,22,46,2
Male,"5'10""",80,32,D,34,31,0
Female,"4'0""",62,33,C,32,45,2
Male,"5'8""",44,45,B,29,46,3
Female,"6'4""",110,33,E,24,39,3
Male,"6'1""",96,49,,30,33,3
Male,"4'1""",45,49,,33,40,1
Male,"4'2""",88,42,,39,46,0
Female,"5'7""",61,46,A,34,41,1
Female,"6'9""",116,45,,32,39,4
Male,"4'9""",115,46,B,22,45,3
Male,"4'6""",43,35,,28,33,0
Female,"6'1""",111,32,,27,32,3
Female,"5'4""",103,49,D,34,38,0
Male,"6'0""",76,33,B,20,35,1
Male,"6'1""",70,37,A,21,41,1
Female,"4'8""",76,49,,28,30,3
Female,"6'5""",84,38,,36,43,2
Female,"4'6""",47,30,,28,39,0
Female,"5'10""",79,42,,20,47,4
Female,"4'8""",44,31,A,27,42,2
Male,"5'5""",67,39,,24,38,1
Female,"6'3""",48,48,C,30,48,0
Male,"4'11""",41,46,,25,33,2
Female,"4'4""",102,42,F,36,32,4
Male,"6'8""",90,43,C,37,35,2
Female,"4'7""",70,40,,37,38,4
Female,"4'11""",46,39,,24,39,1
Male,"4'2""",69,36,C,24,38,0
Male,"6'0""",97,39,,38,46,1
Female,"4'5""",42,30,B,32,39,0
Female,"5'7""",90,43,,26,35,2
Female,"4'8""",95,32,,33,45,1
Female,"5'1""",112,42,,27,46,0
Female,"4'6""",49,31,,22,40,4
Male,"6'3""",100,46,,23,49,0
Male,"4'0""",89,32,B,29,36,1
Female,"5'2""",86,44,,23,33,1
Male,"4'2""",40,37,A,37,39,2
Male,"6'6""",96,35,B,31,43,4
Male,"5'1""",77,38,B,39,46,0
Female,"4'6""",101,40,,39,43,1
Male,"6'5""",118,31,A,34,49,0
Female,"5'8""",109,38,A,32,42,3
Male,"4'8""",104,47,D,31,31,4
Female,"5'6""",101,48,E,27,38,4
Male,"4'5""",95,47,E,28,32,3
Female,"4'6""",106,34,C,39,33,4
Female,"5'3""",56,47,,28,41,3
Male,"4'8""",47,41,A,36,44,0
Female,"5'7""",99,33,D,20,49,3
Female,"5'4""",79,44,,25,37,2
Female,"6'5""",101,40,A,26,47,3
Female,"6'7""",80,48,,28,34,0
Female,"6'0""",51,34,,29,31,4
Female,"4'11""",93,35,C,23,38,2
Female,"4'8""",50,42,D,35,43,3
Female,"6'6""",99,39,,31,30,0
Male,"6'7""",107,43,,28,49,2
Male,"6'4""",117,33,,22,33,2
Female,"4'0""",85,49,,28,46,2
Female,"5'8""",77,41,D,36,39,3
Male,"5'8""",100,44,,33,31,0
Male,"6'4""",56,39,,24,35,0
Male,"5'9""",105,40,,20,48,0
Female,"4'7""",111,38,F,20,38,1
Male,"6'1""",75,40,,22,48,4
Female,"5'9""",113,31,,28,48,0
Female,"6'0""",46,42,D,25,38,1
Male,"4'4""",55,37,C,28,32,1
Female,"4'0""",53,37,,23,35,2
Female,"6'7""",119,30,,39,35,4
Female,"6'2""",64,35,,38,46,2
Female,"6'3""",43,42,B,24,42,4
Male,"6'7""",68,38,E,24,42,2
Male,"6'6""",95,35,,33,36,3
Female,"5'10""",45,44,,29,38,4
Female,"6'0""",40,45,,35,47,1
Male,"5'7""",78,33,A,25,30,1
Female,"4'9""",40,46,,39,49,4
Male,"4'2""",102,38,,33,42,2
Female,"6'3""",96,41,E,37,37,3
Female,"6'0""",106,48,,28,38,3
Male,"4'10""",104,49,B,26,30,0
Male,"6'9""",104,41,A,37,38,4
Male,"4'3""",60,35,,29,49,3
Male,"4'0""",69,41,D,21,40,2
Female,"4'4""",72,38,A,32,49,2
Male,"5'10""",87,49,,25,33,1
Female,"6'7""",61,34,D,28,45,3
Male,"6'3""",93,32,B,39,43,3
Male,"6'5""",43,31,,27,49,2
Female,"5'2""",94,37,,29,47,1
Male,"6'8""",83,39,,35,38,3
Male,"4'6""",51,44,,34,30,2
Male,"5'5""",118,38,,32,32,1
Male,"5'4""",113,39,E,37,49,1
Female,"6'10""",91,40,C,25,30,2
Female,"5'9""",115,38,C,39,32,1
Male,"5'2""",104,43,B,28,43,1
Male,"5'11""",104,34,A,37,43,0
Male,"6'0""",49,38,,26,42,1
Female,"5'1""",57,33,,24,30,3
Female,"5'6""",86,31,,30,44,1
Female,"6'0""",105,48,,32,49,3
Female,"6'2""",88,30,D,22,36,2
Male,"6'11""",111,30,,20,45,1
Male,"5'3""",61,41,,23,49,2
Male,"6'7""",65,40,A,38,30,4
Female,"4'9""",48,30,B,37,44,1
Male,"5'5""",60,43,,25,49,2
Female,"4'4""",102,40,C,29,44,4
Female,"5'10""",45,36,B,26,48,3
Male,"6'11""",53,31,,31,35,3
Male,"5'7""",72,44,A,27,35,3
Male,"4'7""",110,37,,32,30,3
Female,"5'7""",63,49,A,37,45,3
Female,"6'1""",112,44,A,33,47,0
Male,"4'1""",114,37,E,30,42,2
Male,"4'3""",90,39,A,29,41,4
Female,"4'1""",41,48,,25,47,4
Male,"5'0""",54,32,F,32,39,1
Female,"4'11""",74,49,,29,43,2
Female,"4'3""",75,43,,31,49,0
Male,"4'11""",78,38,A,20,40,0
Male,"5'0""",43,38,A,37,47,2
Male,"5'5""",103,35,,32,41,3
Male,"4'1""",113,37,C,23,46,3
Female,"5'1""",45,40,A,25,32,2
Female,"6'7""",96,37,,37,30,4
Female,"4'6""",69,41,C,24,30,3
Male,"6'11""",113,39,,37,35,1
Female,"4'8""",106,33,E,24,48,0
Male,"6'0""",54,45,A,26,33,3
Male,"5'5""",56,49,D,28,42,4
Male,"6'2""",57,35,B,22,41,3
Male,"4'6""",58,38,A,31,37,3
Male,"5'5""",115,34,A,39,49,0
Male,"4'5""",108,35,,33,36,1
Female,"4'4""",63,46,,27,36,1
Male,"5'2""",87,46,E,31,36,4
Female,"6'9""",69,42,A,26,43,2
Female,"6'4""",54,46,,28,47,2
Male,"6'2""",86,43,,31,48,2
Male,"4'9""",83,31,,23,49,4
Male,"5'5""",66,48,E,24,48,3
Female,"4'11""",103,32,C,28,47,1
Male,"6'7""",80,31,A,26,35,1
Female,"6'6""",107,31,,33,45,3
Male,"6'5""",44,36,,39,32,1
Male,"4'4""",92,33,B,36,31,1
Female,"4'10""",47,46,,20,44,2
Female,"6'11""",61,35,D,34,49,2
Male,"4'3""",46,36,D,34,40,0
Female,"5'2""",61,49,,20,48,0
Female,"6'3""",85,35,B,34,47,1
Female,"4'2""",69,38,,21,40,2
Female,"5'5""",55,49,,23,32,0
Female,"6'8""",118,33,E,36,33,0
Male,"6'0""",44,34,A,35,35,2
Male,"6'7""",106,48,,37,41,0
Female,"4'8""",62,39,E,35,33,3
Male,"5'11""",100,47,,27,41,3
Male,"4'4""",113,44,D,25,33,2
Female,"6'11""",44,30,,39,31,2
Male,"5'1""",62,34,,21,41,0
Female,"6'2""",118,34,D,38,42,1
Female,"5'8""",64,37,D,32,45,4
Male,"6'0""",47,49,,25,33,3
Female,"6'11""",60,44,,25,37,3
Female,"5'0""",41,46,,32,34,2
Female,"4'7""",61,48,,20,43,1
Female,"6'4""",111,42,C,28,44,2
Female,"6'11""",111,39,C,31,40,0
Male,"5'0""",107,46,C,31,39,1
Male,"6'10""",103,34,,23,39,0
Female,"6'1""",58,47,B,38,35,3
Female,"4'1""",92,46,,35,45,2
Male,"6'6""",91,33,,31,33,2
Female,"5'5""",86,36,C,20,38,4
Male,"4'2""",93,34,B,23,39,1
Female,"5'11""",83,37,,28,34,3
Female,"6'10""",46,37,,26,39,4
Female,"4'11""",40,40,B,29,45,4
Female,"4'3""",102,38,,32,40,2
Female,"4'3""",78,48,B,27,35,1
Female,"5'3""",58,48,A,39,36,2
Female,"5'5""",70,38,,29,41,1
Male,"4'0""",116,49,,29,42,4
Male,"6'4""",63,46,,27,46,0
Male,"5'0""",108,45,,39,38,3
Female,"5'8""",104,36,,34,37,4
Female,"5'2""",72,32,B,20,45,2
Female,"5'2""",98,48,E,34,32,3
Female,"6'1""",72,37,B,36,34,4
Female,"6'2""",71,34,D,32,42,1
Female,"5'1""",98,35,,31,47,2
Female,"6'3""",80,31,A,22,45,4
Male,"4'9""",51,48,,38,43,1
Female,"4'6""",112,42,,24,40,1
Male,"6'11""",50,35,,22,47,1
Male,"6'10""",58,35,,24,37,3
Female,"4'1""",93,31,,28,41,2
Female,"5'6""",96,34,B,25,48,1
Male,"4'7""",81,40,,35,49,4
Male,"4'10""",110,40,,29,31,1
Female,"6'6""",70,43,A,35,38,2
Female,"5'9""",91,42,A,22,38,3
Male,"4'7""",41,37,C,37,43,1
Female,"4'5""",77,44,,30,44,4
Female,"5'1""",71,41,,38,40,2
Female,"5'3""",49,32,,34,42,1
Male,"6'8""",47,34,,30,34,3
Male,"6'1""",114,35,C,29,35,0
Male,"6'6""",59,31,B,28,34,4
Female,"4'7""",59,37,B,22,30,1
Female,"6'0""",48,34,E,28,47,1
Male,"5'1""",111,46,A,37,37,0
Male,"5'3""",54,31,A,31,46,2
Male,"4'3""",102,40,,35,40,0
Female,"5'5""",60,33,,23,40,2
Male,"5'10""",44,40,C,20,32,1
Male,"5'0""",74,38,A,32,37,0
Female,"6'5""",107,35,F,27,37,1
Female,"6'10""",87,31,C,25,32,0
Female,"5'4""",119,44,,27,39,1
Male,"5'0""",101,34,,38,48,1
Female,"4'10""",74,41,,31,43,1
Female,"6'2""",109,42,B,20,47,3
Male,"4'5""",60,46,B,23,32,0
Female,"6'11""",119,33,C,32,49,3
Male,"6'5""",78,39,,36,43,1
Male,"4'11""",73,30,,38,40,4
Female,"6'4""",54,40,,38,39,2
Female,"6'9""",45,45,A,24,43,0
Female,"4'2""",105,40,,30,30,0
Female,"6'6""",95,38,,26,45,2
Female,"6'11""",88,31,E,22,35,3
Female,"4'2""",40,36,,30,47,2
Male,"4'7""",104,48,C,36,45,4
Male,"4'6""",67,47,A,30,48,1
Female,"6'11""",59,49,C,34,45,2
Male,"6'10""",87,36,,38,34,2
Female,"5'10""",111,38,,27,41,1
Male,"6'0""",104,41,A,35,35,0
Male,"6'0""",90,32,,34,31,4
Male,"4'8""",82,45,A,22,45,2
Female,"4'9""",88,36,,25,40,2
Male,"6'10""",64,34,C,22,41,0
Female,"4'3""",113,36,C,24,40,4
Male,"5'0""",115,48,,20,49,1
Male,"6'11""",80,46,C,33,48,1
Male,"6'5""",110,45,A,31,37,3
Male,"6'2""",103,48,C,32,47,4
Male,"4'3""",100,47,A,33,34,4
Female,"6'0""",51,48,C,31,41,2
Female,"5'10""",108,33,,32,39,3
Male,"4'7""",53,30,,25,44,1
Male,"4'3""",73,33,C,34,34,4
Male,"5'3""",87,33,,35,46,4
Male,"4'6""",100,38,C,28,33,0
Female,"4'11""",74,37,E,27,41,1
Male,"6'5""",104,31,E,24,47,0
Female,"4'6""",98,35,F,34,37,3
Male,"6'5""",75,40,F,26,49,4
Female,"6'7""",118,33,,36,46,3
Male,"6'9""",58,43,,35,37,0
